H,Q,F,C,V,T,flagged_by_classifier,routing
81.79445487886919,79.53271934331877,76.89256762305455,70.94303577910578,3.485115924907298,70.0929735984765,False,expedited_review
77.11531478709325,76.05261406767974,76.05777686024385,97.52190426145103,2.907464532887487,71.6968425110256,False,expedited_review
79.03646898531814,79.17138880267304,78.475423844027,89.95025616502843,0.5606377412154528,72.63534731570182,False,expedited_review
83.52485879198177,85.50313596976247,85.44200067950138,90.02170084173328,4.58472877423935,76.56642401477148,False,auto_publish
80.82545440668984,84.16643049818106,84.08165382170368,92.64561703569207,1.0002310480324694,75.90239416144352,False,auto_publish
74.42699128061857,79.29605557917925,85.93252751944044,94.77671428051354,1.7307406819583564,73.38204985674967,False,expedited_review
80.71298779915875,81.19684749206698,80.78365159020777,79.23941805644439,0.6222342546457044,72.49352781380802,False,expedited_review
92.34354666911506,91.90596944564471,75.69586434969555,86.76948431000703,3.4198443927188658,78.49216743931397,False,auto_publish
90.11996496007824,82.6842339359543,78.9523270887979,88.39840281875254,3.805002485725561,76.37677356401196,False,auto_publish
76.27103187413336,74.15912382072653,80.96675285294606,94.45237654671624,1.0760707634121514,71.67469049367708,False,expedited_review
89.54268815618951,90.57008118662915,79.20105250678805,75.94834505013047,0.6046831845698736,76.67732068393435,False,auto_publish
79.75500541590253,85.19733085126589,79.01484768667473,82.10835500567129,1.5380185420517622,73.1912552715677,False,expedited_review
87.24038490787024,91.18447780958579,91.15406678101445,92.4267719900112,4.813310968563917,80.5817329826057,False,auto_publish
86.69423644081846,82.58637446241411,82.53642996314585,83.90687077472407,4.083357004228758,75.33984545626397,False,auto_publish
93.23493254045339,91.4049928169626,75.84299464643432,92.70623466793437,4.132741317521417,79.48298796410155,False,auto_publish
78.31653958626362,81.08890839550679,70.10988294757917,62.65534667727175,2.3332177531831144,66.95414579054406,False,expedited_review
91.91083076412457,91.10633010224356,82.9952963838444,90.39787298059461,4.689759488072124,80.03959602984912,False,auto_publish
96.72577143766404,86.55409589705857,79.24252109092342,59.78737041176048,1.3843239398337803,75.33443279152924,False,auto_publish
82.57106877707035,73.98883772092877,75.13973639811068,82.8681206386849,3.704351959069523,70.35626024287122,False,expedited_review
79.72080108432573,85.85699377791192,85.04023345898639,61.419588468641464,2.1093511510594802,71.39053861676324,False,expedited_review
91.46696515006693,87.80842291482342,87.0808448308342,66.36347960078083,1.7017311302544398,76.59271306698446,False,auto_publish
87.66652654399465,11.50207011056898,47.11474011983608,87.80839287084127,1.9760475892946845,51.57207768650458,True,expedited_review
83.31097562520536,88.47419855584113,80.57441677937976,78.33821675960621,3.1852598642990655,74.65893220990887,False,expedited_review
97.16862551105011,93.0097975604241,86.5803314871552,77.22837645193962,4.44315436778266,80.85904437186478,False,auto_publish
77.4968837031076,74.05558727865267,72.29305672335497,97.63857495543171,4.215598551468773,70.44579966343431,False,expedited_review
89.30795406333053,84.11957798543716,77.3485506119734,96.47221396699264,2.580908899192602,77.50473204288276,False,auto_publish
92.43934107558162,89.71788231578842,82.7994224640147,92.62586399842236,0.08647197653897654,80.60638979653397,False,auto_publish
86.56958282478834,86.55366088786536,72.80502543183111,92.29637896152182,3.1338773117408265,75.70136426882326,False,auto_publish
84.70121562780372,87.8421288597304,74.6360708816978,62.85784060987295,4.0372805877020275,71.32305911232402,False,expedited_review
72.60946233502294,79.29526897937731,82.08794130348605,94.93776518343262,34.91147509084602,68.77376147447872,False,expedited_review
81.22159311495894,76.28355597362453,71.71440524510926,31.455680139696746,3.1403897947395247,62.18456101839623,False,expedited_review
77.19646986406362,70.71411504341042,68.24082534482963,86.17094445685805,21.932980749446514,65.21797838262168,False,expedited_review
88.80277272007076,83.97687664958902,73.48876860868104,98.3423421231896,0.7880434083885868,77.00535167779428,False,auto_publish
97.23281262583612,84.43634630996557,77.18912291303012,84.95477194783852,2.5359915369632735,78.2063715863277,False,auto_publish
68.76120379819206,7.884388919185165,48.199011775268886,75.66150109739884,0.367760991378952,43.551709789779615,True,auto_reject
98.86109940017187,95.8431618532491,83.2136019167481,86.3725615364123,4.145165660722083,82.8032083311031,False,auto_publish
90.15006877088383,90.14492360836064,82.18050172418378,96.66022238532848,13.25829438715197,79.19055579727615,False,auto_publish
91.43758445660619,90.6934026713573,76.74236698758335,64.63258720609664,3.741562492109856,74.77383123404137,False,expedited_review
81.03857054072571,24.16053428225287,55.09088511557068,57.41775863764077,2.0845194198565404,49.77409360955553,True,auto_reject
91.66644467025685,90.64645955335233,78.99038911743236,76.07481855956303,3.937165937160729,76.97713230311999,False,auto_publish
58.302833986287,15.003744679626765,44.57582071152266,62.723649937660774,3.9039465478454085,39.175103343961894,True,auto_reject
82.27729199202678,87.18684607601355,87.4865896660063,97.80951849819853,0.6039100366368966,78.58825382087876,False,auto_publish
92.09488884153613,80.25159752082351,73.91488760804293,80.91456590225395,1.1530457391165905,74.49622386570174,False,expedited_review
95.3065007779243,90.18401769110044,82.61082048476538,70.57780417227086,0.879795691716474,78.15880980977445,False,auto_publish
92.19553397661976,92.2246963474,68.79416463831582,77.83874452030098,39.52264615452374,72.19721427009186,False,expedited_review
93.3533576898207,94.4399413937625,82.74667697958253,67.22658987214045,1.0431839933726572,78.14499813278714,False,auto_publish
87.32720493600864,89.61430190282414,80.93522520745302,84.43878337501914,2.5234327390114615,77.20225623035097,False,auto_publish
